ID,Title,Author,Year,Format,File
1,KEBUTUHAN DAN PELUANG IMPLEMENTASI KONSEP,Putra, P., Purnamayanti, A., & Maryani, E.,2025,PDF,ebook/KEBUTUHAN DAN PELUANG IMPLEMENTASI KONSEP.pdf
